archivo,hoja,producto,unidad_medida,dia_del_mes,cantidad,total_fila
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CEBOLLA JUNCA,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CHAMPIÑONES,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,CILANTRO,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,COLIFLOR,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,ESPINACAS,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,FRESA,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,LECHUGA CRESPA,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MARACUYA,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANGO TOMMI,LIBRAS,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,8,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,9,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,10,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,11,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,12,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,13,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,14,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,15,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,16,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,17,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,18,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,19,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,20,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,21,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,22,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,23,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,24,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,25,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,26,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,27,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,28,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,29,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA ROJA,UNIDAD,30,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,1,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,2,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,3,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,4,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,5,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,6,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,7,,0
COLOMBINA_FEBRERO.xlsx,FRUVER DF,MANZANA VERDE,UNIDAD,8,,0
